,path1,path2,lch,tree1,tree2,matriz,path_sim,LCh,wup,normalizada,levenstein,humans,w1,w2
45,"{Synset('mental_hospital.n.01'): 0, Synset('hospital.n.01'): 1, Synset('medical_building.n.01'): 2, Synset('building.n.01'): 3, Synset('structure.n.01'): 4, Synset('artifact.n.01'): 5, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('physical_entity.n.01'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}","{Synset('bedlam.n.02'): 0, Synset('mental_hospital.n.01'): 1, Synset('hospital.n.01'): 2, Synset('medical_building.n.01'): 3, Synset('building.n.01'): 4, Synset('structure.n.01'): 5, Synset('artifact.n.01'): 6, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('physical_entity.n.01'): 9, Synset('entity.n.01'): 10, Synset('*ROOT*'): 11}",Synset('mental_hospital.n.01'),[Synset('mental_hospital.n.01')],"[Synset('bedlam.n.02'), Synset('mental_hospital.n.01')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.952380952,0.916666667,1,3.04,asylum,madhouse
46,"{Synset('furnace.n.01'): 0, Synset('chamber.n.01'): 1, Synset('enclosure.n.01'): 2, Synset('area.n.05'): 3, Synset('structure.n.01'): 4, Synset('artifact.n.01'): 5, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('physical_entity.n.01'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}","{Synset('stove.n.01'): 0, Synset('kitchen_appliance.n.01'): 1, Synset('home_appliance.n.01'): 2, Synset('appliance.n.02'): 3, Synset('durables.n.01'): 4, Synset('consumer_goods.n.01'): 5, Synset('commodity.n.01'): 6, Synset('artifact.n.01'): 7, Synset('whole.n.02'): 8, Synset('object.n.01'): 9, Synset('physical_entity.n.01'): 10, Synset('entity.n.01'): 11, Synset('*ROOT*'): 12}",Synset('artifact.n.01'),"[Synset('furnace.n.01'), Synset('chamber.n.01'), Synset('enclosure.n.01'), Synset('area.n.05'), Synset('structure.n.01'), Synset('artifact.n.01')]","[Synset('stove.n.01'), Synset('kitchen_appliance.n.01'), Synset('home_appliance.n.01'), Synset('appliance.n.02'), Synset('durables.n.01'), Synset('consumer_goods.n.01'), Synset('commodity.n.01'), Synset('artifact.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7, 8: 8}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 7, 8: 7}}",0.076923077,1.072636802,0.454545455,0.461538462,7,3.11,furnace,stove
47,"{Synset('sorcerer.n.01'): 0, Synset('occultist.n.01'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('sorcerer.n.01'): 0, Synset('occultist.n.01'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}",Synset('sorcerer.n.01'),[Synset('sorcerer.n.01')],[Synset('sorcerer.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,1,1,0,3.21,magician,wizard
48,"{Synset('hill.n.01'): 0, Synset('natural_elevation.n.01'): 1, Synset('geological_formation.n.01'): 2, Synset('object.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('entity.n.01'): 5, Synset('*ROOT*'): 6}","{Synset('knoll.n.01'): 0, Synset('hill.n.01'): 1, Synset('natural_elevation.n.01'): 2, Synset('geological_formation.n.01'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}",Synset('hill.n.01'),[Synset('hill.n.01')],"[Synset('knoll.n.01'), Synset('hill.n.01')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.923076923,0.875,1,3.29,hill,mound
49,"{Synset('cord.n.01'): 0, Synset('line.n.18'): 1, Synset('artifact.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('string.n.01'): 0, Synset('cord.n.01'): 1, Synset('line.n.18'): 2, Synset('artifact.n.01'): 3, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('entity.n.01'): 7, Synset('*ROOT*'): 8}",Synset('cord.n.01'),[Synset('cord.n.01')],"[Synset('string.n.01'), Synset('cord.n.01')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.933333333,0.888888889,1,3.41,cord,string
50,"{Synset('glass.n.02'): 0, Synset('container.n.01'): 1, Synset('instrumentality.n.03'): 2, Synset('artifact.n.01'): 3, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('entity.n.01'): 7, Synset('*ROOT*'): 8}","{Synset('tumbler.n.02'): 0, Synset('glass.n.02'): 1, Synset('container.n.01'): 2, Synset('instrumentality.n.03'): 3, Synset('artifact.n.01'): 4, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}",Synset('glass.n.02'),[Synset('glass.n.02')],"[Synset('tumbler.n.02'), Synset('glass.n.02')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.941176471,0.9,1,3.45,glass,tumbler
51,"{Synset('smile.n.01'): 0, Synset('facial_expression.n.01'): 1, Synset('gesture.n.02'): 2, Synset('visual_communication.n.01'): 3, Synset('communication.n.02'): 4, Synset('abstraction.n.06'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('smile.n.01'): 0, Synset('facial_expression.n.01'): 1, Synset('gesture.n.02'): 2, Synset('visual_communication.n.01'): 3, Synset('communication.n.02'): 4, Synset('abstraction.n.06'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}",Synset('smile.n.01'),[Synset('smile.n.01')],[Synset('smile.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,1,1,0,3.46,grin,smile
52,"{Synset('serf.n.01'): 0, Synset('thrall.n.02'): 1, Synset('bond_servant.n.01'): 2, Synset('slave.n.01'): 3, Synset('person.n.01'): 4, Synset('causal_agent.n.01'): 5, Synset('organism.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('living_thing.n.01'): 6, Synset('entity.n.01'): 7, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('*ROOT*'): 9}","{Synset('slave.n.01'): 0, Synset('person.n.01'): 1, Synset('causal_agent.n.01'): 2, Synset('organism.n.01'): 2, Synset('physical_entity.n.01'): 3, Synset('living_thing.n.01'): 3, Synset('entity.n.01'): 4, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('*ROOT*'): 6}",Synset('slave.n.01'),"[Synset('serf.n.01'), Synset('thrall.n.02'), Synset('bond_servant.n.01'), Synset('slave.n.01')]",[Synset('slave.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 1}, 2: {0: 2, 1: 2}, 3: {0: 3, 1: 3}, 4: {0: 4, 1: 3}}",0.25,2.251291799,0.631578947,0.769230769,3,3.46,serf,slave
53,"{Synset('journey.n.01'): 0, Synset('travel.n.01'): 1, Synset('motion.n.06'): 2, Synset('change.n.03'): 3, Synset('action.n.01'): 4, Synset('act.n.02'): 5, Synset('event.n.01'): 6, Synset('psychological_feature.n.01'): 7, Synset('abstraction.n.06'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}","{Synset('voyage.n.02'): 0, Synset('journey.n.01'): 1, Synset('travel.n.01'): 2, Synset('motion.n.06'): 3, Synset('change.n.03'): 4, Synset('action.n.01'): 5, Synset('act.n.02'): 6, Synset('event.n.01'): 7, Synset('psychological_feature.n.01'): 8, Synset('abstraction.n.06'): 9, Synset('entity.n.01'): 10, Synset('*ROOT*'): 11}",Synset('journey.n.01'),[Synset('journey.n.01')],"[Synset('voyage.n.02'), Synset('journey.n.01')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.952380952,0.916666667,1,3.58,journey,voyage
54,"{Synset('autograph.n.02'): 0, Synset('signature.n.01'): 1, Synset('name.n.01'): 2, Synset('language_unit.n.01'): 3, Synset('part.n.01'): 4, Synset('relation.n.01'): 5, Synset('abstraction.n.06'): 6, Synset('entity.n.01'): 7, Synset('*ROOT*'): 8}","{Synset('signature.n.01'): 0, Synset('name.n.01'): 1, Synset('language_unit.n.01'): 2, Synset('part.n.01'): 3, Synset('relation.n.01'): 4, Synset('abstraction.n.06'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}",Synset('signature.n.01'),"[Synset('autograph.n.02'), Synset('signature.n.01')]",[Synset('signature.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 1}, 2: {0: 2, 1: 1}}",0.5,2.944438979,0.933333333,0.888888889,1,3.59,autograph,signature
55,"{Synset('seashore.n.01'): 0, Synset('shore.n.01'): 1, Synset('geological_formation.n.01'): 2, Synset('object.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('entity.n.01'): 5, Synset('*ROOT*'): 6}","{Synset('shore.n.01'): 0, Synset('geological_formation.n.01'): 1, Synset('object.n.01'): 2, Synset('physical_entity.n.01'): 3, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}",Synset('shore.n.01'),"[Synset('seashore.n.01'), Synset('shore.n.01')]",[Synset('shore.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 1}, 2: {0: 2, 1: 1}}",0.5,2.944438979,0.909090909,0.857142857,1,3.6,coast,shore
56,"{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}","{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}",Synset('forest.n.02'),[Synset('forest.n.02')],[Synset('forest.n.02')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,1,1,0,3.65,forest,woodland
57,"{Synset('implement.n.01'): 0, Synset('instrumentality.n.03'): 1, Synset('artifact.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('tool.n.01'): 0, Synset('implement.n.01'): 1, Synset('instrumentality.n.03'): 2, Synset('artifact.n.01'): 3, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('entity.n.01'): 7, Synset('*ROOT*'): 8}",Synset('implement.n.01'),[Synset('implement.n.01')],"[Synset('tool.n.01'), Synset('implement.n.01')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.933333333,0.888888889,1,3.66,implement,tool
58,"{Synset('cock.n.04'): 0, Synset('chicken.n.02'): 1, Synset('domestic_fowl.n.01'): 2, Synset('gallinaceous_bird.n.01'): 3, Synset('bird.n.01'): 4, Synset('vertebrate.n.01'): 5, Synset('chordate.n.01'): 6, Synset('animal.n.01'): 7, Synset('organism.n.01'): 8, Synset('living_thing.n.01'): 9, Synset('whole.n.02'): 10, Synset('object.n.01'): 11, Synset('physical_entity.n.01'): 12, Synset('entity.n.01'): 13, Synset('*ROOT*'): 14}","{Synset('cock.n.04'): 0, Synset('chicken.n.02'): 1, Synset('domestic_fowl.n.01'): 2, Synset('gallinaceous_bird.n.01'): 3, Synset('bird.n.01'): 4, Synset('vertebrate.n.01'): 5, Synset('chordate.n.01'): 6, Synset('animal.n.01'): 7, Synset('organism.n.01'): 8, Synset('living_thing.n.01'): 9, Synset('whole.n.02'): 10, Synset('object.n.01'): 11, Synset('physical_entity.n.01'): 12, Synset('entity.n.01'): 13, Synset('*ROOT*'): 14}",Synset('cock.n.04'),[Synset('cock.n.04')],[Synset('cock.n.04')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,1,1,0,3.68,cock,rooster
59,"{Synset('male_child.n.01'): 0, Synset('male.n.02'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('cub.n.02'): 0, Synset('male_child.n.01'): 1, Synset('male.n.02'): 2, Synset('person.n.01'): 3, Synset('causal_agent.n.01'): 4, Synset('organism.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('living_thing.n.01'): 5, Synset('entity.n.01'): 6, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('*ROOT*'): 8}",Synset('male_child.n.01'),[Synset('male_child.n.01')],"[Synset('cub.n.02'), Synset('male_child.n.01')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.947368421,0.916666667,1,3.82,boy,lad
60,"{Synset('cushion.n.03'): 0, Synset('padding.n.01'): 1, Synset('artifact.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('pillow.n.01'): 0, Synset('cushion.n.03'): 1, Synset('padding.n.01'): 2, Synset('artifact.n.01'): 3, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('entity.n.01'): 7, Synset('*ROOT*'): 8}",Synset('cushion.n.03'),[Synset('cushion.n.03')],"[Synset('pillow.n.01'), Synset('cushion.n.03')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 1}}",0.5,2.944438979,0.933333333,0.888888889,1,3.84,cushion,pillow
61,"{Synset('cemetery.n.01'): 0, Synset('site.n.01'): 1, Synset('tract.n.01'): 2, Synset('geographical_area.n.01'): 3, Synset('region.n.03'): 4, Synset('location.n.01'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}","{Synset('cemetery.n.01'): 0, Synset('site.n.01'): 1, Synset('tract.n.01'): 2, Synset('geographical_area.n.01'): 3, Synset('region.n.03'): 4, Synset('location.n.01'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}",Synset('cemetery.n.01'),[Synset('cemetery.n.01')],[Synset('cemetery.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,1,1,0,3.88,cemetery,graveyard
62,"{Synset('car.n.01'): 0, Synset('motor_vehicle.n.01'): 1, Synset('self-propelled_vehicle.n.01'): 2, Synset('wheeled_vehicle.n.01'): 3, Synset('container.n.01'): 4, Synset('vehicle.n.01'): 4, Synset('instrumentality.n.03'): 5, Synset('conveyance.n.03'): 5, Synset('artifact.n.01'): 6, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('physical_entity.n.01'): 9, Synset('entity.n.01'): 10, Synset('*ROOT*'): 11}","{Synset('car.n.01'): 0, Synset('motor_vehicle.n.01'): 1, Synset('self-propelled_vehicle.n.01'): 2, Synset('wheeled_vehicle.n.01'): 3, Synset('container.n.01'): 4, Synset('vehicle.n.01'): 4, Synset('instrumentality.n.03'): 5, Synset('conveyance.n.03'): 5, Synset('artifact.n.01'): 6, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('physical_entity.n.01'): 9, Synset('entity.n.01'): 10, Synset('*ROOT*'): 11}",Synset('car.n.01'),[Synset('car.n.01')],[Synset('car.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,1,1,0,3.92,automobile,car
63,"{Synset('noon.n.01'): 0, Synset('hour.n.02'): 1, Synset('clock_time.n.01'): 2, Synset('reading.n.03'): 3, Synset('datum.n.01'): 4, Synset('information.n.02'): 5, Synset('cognition.n.01'): 6, Synset('psychological_feature.n.01'): 7, Synset('abstraction.n.06'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}","{Synset('noon.n.01'): 0, Synset('hour.n.02'): 1, Synset('clock_time.n.01'): 2, Synset('reading.n.03'): 3, Synset('datum.n.01'): 4, Synset('information.n.02'): 5, Synset('cognition.n.01'): 6, Synset('psychological_feature.n.01'): 7, Synset('abstraction.n.06'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}",Synset('noon.n.01'),[Synset('noon.n.01')],[Synset('noon.n.01')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,1,1,0,3.94,midday,noon
64,"{Synset('jewel.n.02'): 0, Synset('person.n.01'): 1, Synset('causal_agent.n.01'): 2, Synset('organism.n.01'): 2, Synset('physical_entity.n.01'): 3, Synset('living_thing.n.01'): 3, Synset('entity.n.01'): 4, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('*ROOT*'): 6}","{Synset('jewel.n.02'): 0, Synset('person.n.01'): 1, Synset('causal_agent.n.01'): 2, Synset('organism.n.01'): 2, Synset('physical_entity.n.01'): 3, Synset('living_thing.n.01'): 3, Synset('entity.n.01'): 4, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('*ROOT*'): 6}",Synset('jewel.n.02'),[Synset('jewel.n.02')],[Synset('jewel.n.02')],"{0: {0: 0, 1: 1}, 1: {0: 1, 1: 0}}",1,3.63758616,0.75,1,0,3.94,gem,jewel
